,click_through_rate,conversion_rate,view_time,cost_per_click,ROI,hour_of_day,day_of_week,day_of_month,month,is_month_start,is_month_end,is_weekend,time_of_day,is_holiday,age_group_encoded,engagement_level_encoded,device_type_Mobile,device_type_Tablet,location_Germany,location_India,location_UK,location_USA,gender_Male,content_type_Text,content_type_Video,ad_topic_Electronics,ad_topic_Fashion,ad_topic_Health,ad_topic_Travel,ad_target_audience_Fitness Lovers,ad_target_audience_Tech Enthusiasts,ad_target_audience_Travel Lovers,ad_target_audience_Young Adults
49,0.0679811019952962,0.0385,58,1.36,0.19,12,0,13,10,0,0,0,2,0,0,15,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
50,0.0597246576737512,0.0454,47,0.7,0.39,21,2,4,6,1,0,0,3,0,1,50,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
51,0.0679057647446701,0.0502,26,1.09,0.31,23,1,14,10,0,0,0,3,0,3,50,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
52,0.0661921018805856,0.0773,48,1.19,0.43,12,6,20,7,0,0,1,2,0,2,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
53,0.0102806553037994,0.1073,60,1.07,0.1,23,4,15,8,0,0,0,3,0,1,15,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
54,0.0557325970682999,0.0853,12,0.57,0.83,18,1,5,8,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
55,0.0571904087812167,0.1456,43,0.31,2.69,5,1,4,2,1,0,0,0,0,1,15,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
56,0.044489666871486,0.1217,17,0.33,1.64,4,0,3,3,1,0,0,0,0,4,50,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
57,0.10092255324009,0.0461,19,0.94,0.49,23,4,12,12,0,0,0,3,0,2,15,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
58,0.0557914943452112,0.0874,52,0.37,1.32,1,1,11,11,0,0,0,0,1,3,15,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
59,0.0617432603094842,0.1241,33,0.26,2.95,9,3,29,5,0,1,0,1,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,0.0452714443123447,0.1148,30,0.41,1.27,13,4,2,5,1,0,0,2,0,2,50,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
61,0.1216716862220606,0.0902,42,0.4,2.74,14,0,28,7,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
62,0.0764490204453944,0.0759,56,0.94,0.62,22,3,20,2,0,0,0,3,0,3,15,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
63,0.0915796428485405,0.0594,27,1.13,0.48,15,0,12,5,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
64,0.0437710003976582,0.0512,52,1.07,0.21,4,6,7,12,1,0,1,0,0,1,5,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
65,0.0414823203220691,0.1311,41,0.79,0.69,20,2,12,2,0,0,0,3,0,2,5,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
66,0.0241219956600999,0.1278,41,1.03,0.3,10,6,15,6,0,0,1,1,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67,0.0546900892359117,0.041,49,1.34,0.17,7,6,19,1,0,0,1,1,0,2,50,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
68,0.0467319582523594,0.0908,46,0.65,0.65,5,4,6,6,1,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
69,0.0967989088921937,0.1412,32,1.15,1.19,21,6,14,12,0,0,1,3,0,1,50,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
70,0.1292269910420535,0.0925,12,1.43,0.84,13,1,18,11,0,0,0,2,0,4,5,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
71,0.142813100674306,0.0453,13,0.88,0.74,2,3,28,8,0,1,0,0,0,2,5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
72,0.1166093073947572,0.1248,53,0.21,6.93,19,3,29,5,0,1,0,3,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
73,0.013925758805978,0.0656,16,0.82,0.11,5,2,3,9,1,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
74,0.1166772961095626,0.0431,23,0.91,0.55,13,2,2,7,1,0,0,2,0,2,5,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
75,0.0300110394148014,0.1108,47,0.27,1.23,22,6,16,11,0,0,1,3,0,2,50,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
76,0.1434258868755582,0.1401,51,0.25,8.04,20,4,14,3,0,0,0,3,0,2,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
77,0.0263489493437827,0.1155,36,1.13,0.27,10,1,3,6,1,0,0,1,0,3,15,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1
78,0.0578118716108513,0.0932,11,0.43,1.25,9,4,7,2,1,0,0,1,0,1,50,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
79,0.1339858171151352,0.0793,52,1.46,0.73,11,3,18,12,0,0,0,1,0,1,50,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
80,0.1202473452439073,0.0122,28,1.08,0.14,12,4,5,9,1,0,0,2,0,1,50,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
81,0.0343085260331081,0.0581,33,0.48,0.42,7,0,10,11,0,0,0,1,0,3,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
82,0.1397113574523678,0.1394,25,0.65,3.0,19,5,11,10,0,0,1,3,0,2,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
83,0.0184919328755501,0.0433,13,0.53,0.15,19,0,1,12,1,0,0,3,0,3,50,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
84,0.0742085751168462,0.065,54,0.59,0.82,21,2,8,10,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
85,0.0857575131122359,0.1297,28,0.54,2.06,11,2,5,2,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
86,0.1468900423184969,0.0999,53,0.66,2.22,16,0,29,9,0,1,0,2,0,4,15,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
87,0.0922967530946645,0.0884,58,0.64,1.27,2,4,9,5,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
88,0.1329700718613114,0.0805,43,0.25,4.28,10,5,22,3,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
89,0.1074911741722425,0.0142,17,0.46,0.33,10,1,15,7,0,0,0,1,0,4,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
90,0.1210640746978014,0.0538,45,1.24,0.53,20,6,12,1,0,0,1,3,0,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
91,0.0991689575761592,0.046,42,1.33,0.34,5,4,19,9,0,0,0,0,0,3,50,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
92,0.0780837284733477,0.0482,37,0.18,2.09,5,3,17,4,0,0,0,0,0,1,50,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
93,0.1057257793540308,0.0642,13,0.95,0.71,2,4,12,9,0,0,0,0,0,3,5,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
94,0.089120869404058,0.0748,43,0.48,1.39,0,6,9,2,0,0,1,0,0,1,50,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
95,0.1123192472141379,0.0108,28,0.97,0.13,2,1,22,4,0,0,0,0,0,1,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
96,0.1366083882180836,0.0748,10,0.49,2.09,8,1,6,5,1,0,0,1,0,3,50,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
97,0.123496163790359,0.0194,27,1.19,0.2,1,6,12,1,0,0,1,0,0,2,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
98,0.1222866372250519,0.0918,18,0.94,1.19,13,5,4,1,1,0,1,2,0,3,5,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
99,0.0293799813613512,0.0585,35,0.17,1.01,1,5,5,7,1,0,1,0,0,4,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
100,0.0322545514830639,0.0469,23,1.41,0.11,13,2,16,7,0,0,0,2,0,0,5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
101,0.0990807974638001,0.1495,50,0.74,2.0,4,6,7,9,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
102,0.0973290999507155,0.0657,54,0.35,1.83,7,5,8,3,0,0,1,1,0,0,15,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0
103,0.0791893435025739,0.0969,15,1.43,0.54,14,4,28,2,0,1,0,2,0,4,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
104,0.1138070826655656,0.0539,15,0.31,1.98,4,0,3,11,1,0,0,0,0,3,50,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
105,0.0451672055417966,0.0825,60,1.01,0.37,16,4,14,3,0,0,0,2,0,3,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
106,0.1047472685152825,0.0416,31,1.16,0.38,16,1,9,9,0,0,0,2,0,3,5,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
107,0.1165279760852072,0.0373,20,0.41,1.06,19,0,1,12,1,0,0,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
108,0.147712431310261,0.1066,37,0.91,1.73,3,4,11,7,0,0,0,0,0,1,5,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
109,0.0765335874461034,0.1413,42,1.14,0.95,9,3,27,11,0,1,0,1,1,1,5,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
110,0.0846365595974453,0.0853,11,1.45,0.5,9,3,27,2,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
111,0.0694963048436903,0.1317,13,0.7,1.31,21,4,28,3,0,1,0,3,0,3,50,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
112,0.0551289522324875,0.1428,53,1.18,0.67,21,2,2,7,1,0,0,3,0,4,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
113,0.1457968891406208,0.0439,57,1.37,0.47,17,3,20,3,0,0,0,2,0,1,50,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
114,0.0452221294147134,0.0803,49,0.7,0.52,6,3,14,8,0,0,0,1,0,1,50,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
115,0.0156082110301128,0.0974,12,0.25,0.61,12,2,22,10,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
116,0.0833418748360709,0.1324,20,0.58,1.9,10,1,15,4,0,0,0,1,0,4,50,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
117,0.0679817030888097,0.0607,42,0.98,0.42,19,5,22,2,0,1,1,3,0,2,5,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
118,0.0436427994123556,0.1037,28,1.33,0.34,10,5,26,4,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,0.0258144906381157,0.0565,30,0.98,0.15,12,1,8,4,0,0,0,2,0,3,50,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
120,0.0564248130332354,0.0302,14,1.39,0.12,3,6,21,12,0,0,1,0,0,2,5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
121,0.0123228775781474,0.0567,51,0.61,0.11,18,5,25,1,0,1,1,3,0,3,5,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
122,0.0677335701112351,0.0446,27,1.46,0.21,2,4,29,8,0,1,0,0,0,3,50,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
123,0.0408957043899819,0.1084,23,1.5,0.3,8,5,20,12,0,0,1,1,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
124,0.1364841778914137,0.1259,17,0.89,1.93,16,3,16,1,0,0,0,2,0,2,15,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
125,0.1373153429205112,0.0479,51,0.57,1.15,11,4,22,8,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
126,0.0656211555506578,0.1138,56,1.49,0.5,2,5,1,3,1,0,1,0,0,4,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
127,0.1488706751275913,0.0638,25,0.94,1.01,8,5,17,5,0,0,1,1,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
128,0.1226902108418874,0.0796,57,0.74,1.32,11,4,21,11,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
129,0.1497642046629253,0.1255,55,0.64,2.94,2,1,18,11,0,0,0,0,0,2,15,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
130,0.1362590249804099,0.1018,14,0.46,3.02,3,3,10,7,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
131,0.064941862064662,0.0981,47,0.82,0.78,22,2,5,11,1,0,0,3,0,0,50,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
132,0.0486318888847351,0.0849,51,1.0,0.41,18,1,17,6,0,0,0,3,0,3,50,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
133,0.0955062801542799,0.063,34,0.52,1.16,2,5,26,4,0,1,1,0,0,4,5,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
134,0.144725695337623,0.084,30,0.16,7.6,5,1,11,11,0,0,0,0,0,3,15,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
135,0.0750935446026775,0.0772,47,0.81,0.72,13,2,15,1,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
136,0.0593434489061713,0.1084,56,1.46,0.44,10,4,7,2,1,0,0,1,0,1,5,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
137,0.1400709208567472,0.0985,53,1.06,1.3,10,0,28,4,0,1,0,1,0,2,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
138,0.0973861435397503,0.084,39,0.84,0.97,12,4,26,12,0,1,0,2,0,3,50,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
139,0.0716443309631641,0.1036,53,0.94,0.79,19,0,31,3,0,1,0,3,0,0,15,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
140,0.0314299688667142,0.0488,18,0.42,0.37,22,5,12,4,0,0,1,3,0,4,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
141,0.0725247024213305,0.1361,15,1.14,0.87,15,1,12,8,0,0,0,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
142,0.023599442307206,0.0792,34,1.44,0.13,4,6,28,9,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
143,0.0357726536349487,0.082,22,0.41,0.72,21,4,18,4,0,0,0,3,1,0,50,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
144,0.0396193349255557,0.0532,16,1.24,0.17,7,6,14,12,0,0,1,1,0,0,5,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0
145,0.010971397757088,0.1462,17,0.49,0.33,21,1,2,9,1,0,0,3,0,4,15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
146,0.1348507241052893,0.067,45,1.27,0.71,9,2,18,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
147,0.0981680794029434,0.0857,13,1.2,0.7,12,2,6,8,1,0,0,2,0,0,15,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
148,0.0834111678974657,0.0262,37,0.98,0.22,23,5,26,4,0,1,1,3,0,4,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
149,0.0166355093794128,0.0357,41,0.83,0.07,18,0,17,11,0,0,0,3,0,1,15,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
150,0.0141032414078521,0.0142,53,0.66,0.03,21,5,21,6,0,0,1,3,0,4,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
151,0.0989470697376359,0.1145,52,0.2,5.66,17,1,14,1,0,0,0,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
152,0.0135192540224897,0.1019,59,0.95,0.15,5,6,16,11,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
153,0.083711975001967,0.1155,30,0.68,1.42,5,3,21,8,0,0,0,0,0,4,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
154,0.0795389501109284,0.0662,12,0.29,1.82,12,6,16,3,0,0,1,2,0,3,5,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
155,0.1137951779697736,0.0266,23,0.39,0.78,23,4,28,11,0,1,0,3,0,0,15,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
156,0.0408668228279428,0.0445,13,0.15,1.21,22,1,21,1,0,0,0,3,0,2,50,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
157,0.0438603970068181,0.0611,17,1.17,0.23,2,3,20,11,0,0,0,0,0,2,5,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0
158,0.1378456807613413,0.0161,50,0.27,0.82,4,5,21,6,0,0,1,0,0,3,15,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0
159,0.120515535457137,0.1183,16,1.29,1.11,5,1,11,11,0,0,0,0,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
160,0.0784092628084749,0.0975,27,0.35,2.18,8,6,27,7,0,1,1,1,0,2,5,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1
161,0.0187137424645581,0.0469,21,0.57,0.15,4,6,12,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0
162,0.0105968498717412,0.017,23,0.79,0.02,17,2,3,12,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
163,0.0929067022783869,0.1089,54,1.28,0.79,2,1,18,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
